defect_id,product_id,defect_type,defect_date,defect_location,severity,inspection_method,repair_cost,type_numeric,location_numeric,severity_numeric,inspection_method_numeric,year,month,day_of_week,defect_to_product_ratio,cost_bin,defects_per_inspection,avg_cost_per_defect_type,defects_per_day,cost_to_product_ratio,inspection_efficiency
323,44,Structural,2024-06-08,Internal,Minor,Automated Testing,624.98,1,2,1,2,2024,6,Saturday,0.11,High,297,502.6245738636364,12,42.5841,501.8043097643098
324,97,Functional,2024-04-06,Component,Minor,Manual Testing,195.74,2,1,1,3,2024,4,Saturday,0.19,Low,352,507.0961061946902,6,84.0584,526.0746875
325,15,Functional,2024-04-15,Internal,Moderate,Manual Testing,241.22,2,2,2,3,2024,4,Monday,0.1,Low,352,507.0961061946902,3,40.4251,526.0746875
326,97,Cosmetic,2024-04-29,Component,Minor,Manual Testing,441.18,3,1,1,3,2024,4,Monday,0.19,Medium,352,513.9084789644013,3,84.0584,526.0746875
327,17,Structural,2024-04-01,Component,Critical,Manual Testing,274.09,1,1,3,3,2024,4,Monday,0.14,Medium,352,502.6245738636364,5,72.947,526.0746875
328,91,Functional,2024-06-08,Surface,Moderate,Visual Inspection,268.52,2,3,2,1,2024,6,Saturday,0.1,Low,351,507.0961061946902,12,26.756999999999998,494.0540740740741
329,92,Structural,2024-01-02,Component,Critical,Automated Testing,170.44,1,1,3,2,2024,1,Tuesday,0.16,Low,297,502.6245738636364,11,75.8884,501.8043097643098
330,72,Functional,2024-03-01,Component,Moderate,Automated Testing,386.43,2,1,2,2,2024,3,Friday,0.1,Medium,297,507.0961061946902,7,44.5527,501.8043097643098
331,74,Functional,2024-03-01,Surface,Minor,Manual Testing,970.98,2,3,1,3,2024,3,Friday,0.15,Critical,352,507.0961061946902,7,84.6054,526.0746875
332,7,Functional,2024-05-16,Component,Minor,Automated Testing,751.73,2,1,1,2,2024,5,Thursday,0.14,High,297,507.0961061946902,10,64.9622,501.8043097643098
333,24,Functional,2024-04-22,Component,Minor,Automated Testing,285.85,2,1,1,2,2024,4,Monday,0.08,Medium,297,507.0961061946902,4,33.579899999999995,501.8043097643098
334,10,Structural,2024-03-15,Internal,Critical,Manual Testing,478.75,1,2,3,3,2024,3,Friday,0.16,Medium,352,502.6245738636364,6,100.8492,526.0746875
335,26,Cosmetic,2024-02-29,Surface,Minor,Automated Testing,884.79,3,3,1,2,2024,2,Thursday,0.09,Critical,297,513.9084789644013,9,53.0189,501.8043097643098
336,92,Cosmetic,2024-04-13,Surface,Moderate,Automated Testing,44.73,3,3,2,2,2024,4,Saturday,0.16,Low,297,513.9084789644013,4,75.8884,501.8043097643098
337,68,Cosmetic,2024-05-24,Component,Minor,Automated Testing,952.79,3,1,1,2,2024,5,Friday,0.07,Critical,297,513.9084789644013,7,42.4433,501.8043097643098
338,31,Cosmetic,2024-01-03,Component,Moderate,Manual Testing,959.59,3,1,2,3,2024,1,Wednesday,0.12,Critical,352,513.9084789644013,7,62.9977,526.0746875
339,41,Structural,2024-02-15,Component,Moderate,Visual Inspection,312.25,1,1,2,1,2024,2,Thursday,0.11,Medium,351,502.6245738636364,7,58.3353,494.0540740740741
340,95,Cosmetic,2024-06-23,Component,Minor,Visual Inspection,658.47,3,1,1,1,2024,6,Sunday,0.12,High,351,513.9084789644013,4,61.257799999999996,494.0540740740741
341,17,Functional,2024-05-03,Surface,Minor,Manual Testing,243.25,2,3,1,3,2024,5,Friday,0.14,Low,352,507.0961061946902,10,72.947,526.0746875
342,4,Cosmetic,2024-05-24,Internal,Moderate,Automated Testing,199.65,3,2,2,2,2024,5,Friday,0.16,Low,297,513.9084789644013,7,64.9545,501.8043097643098
343,96,Functional,2024-01-30,Component,Minor,Visual Inspection,471.43,2,1,1,1,2024,1,Tuesday,0.13,Medium,351,507.0961061946902,7,59.2923,494.0540740740741
344,81,Functional,2024-02-06,Component,Moderate,Visual Inspection,756.85,2,1,2,1,2024,2,Tuesday,0.2,High,351,507.0961061946902,6,117.40639999999999,494.0540740740741
345,61,Structural,2024-05-31,Internal,Critical,Visual Inspection,369.06,1,2,3,1,2024,5,Friday,0.11,Medium,351,502.6245738636364,4,59.6751,494.0540740740741
346,97,Cosmetic,2024-06-14,Surface,Minor,Manual Testing,326.19,3,3,1,3,2024,6,Friday,0.19,Medium,352,513.9084789644013,6,84.0584,526.0746875
347,90,Functional,2024-05-19,Component,Minor,Visual Inspection,22.07,2,1,1,1,2024,5,Sunday,0.13,Low,351,507.0961061946902,9,48.49940000000001,494.0540740740741
348,29,Cosmetic,2024-04-18,Component,Critical,Visual Inspection,825.33,3,1,3,1,2024,4,Thursday,0.07,Critical,351,513.9084789644013,3,27.5156,494.0540740740741
349,45,Cosmetic,2024-01-20,Surface,Minor,Automated Testing,697.77,3,3,1,2,2024,1,Saturday,0.15,High,297,513.9084789644013,6,95.3236,501.8043097643098
350,33,Structural,2024-05-18,Component,Moderate,Visual Inspection,417.1,1,1,2,1,2024,5,Saturday,0.11,Medium,351,502.6245738636364,4,55.758100000000006,494.0540740740741
351,44,Cosmetic,2024-06-07,Surface,Minor,Visual Inspection,74.81,3,3,1,1,2024,6,Friday,0.11,Low,351,513.9084789644013,8,42.5841,494.0540740740741
352,30,Functional,2024-02-24,Surface,Minor,Visual Inspection,104.54,2,3,1,1,2024,2,Saturday,0.09,Low,351,507.0961061946902,3,52.728199999999994,494.0540740740741
353,29,Functional,2024-06-14,Component,Critical,Manual Testing,480.07,2,1,3,3,2024,6,Friday,0.07,Medium,352,507.0961061946902,6,27.5156,526.0746875
354,26,Structural,2024-03-13,Surface,Minor,Manual Testing,842.37,1,3,1,3,2024,3,Wednesday,0.09,Critical,352,502.6245738636364,5,53.0189,526.0746875
355,18,Cosmetic,2024-03-12,Internal,Critical,Manual Testing,422.03,3,2,3,3,2024,3,Tuesday,0.06,Medium,352,513.9084789644013,4,19.4631,526.0746875
356,9,Functional,2024-02-03,Internal,Critical,Visual Inspection,161.41,2,2,3,1,2024,2,Saturday,0.09,Low,351,507.0961061946902,6,44.38399999999999,494.0540740740741
357,50,Cosmetic,2024-02-08,Component,Critical,Visual Inspection,361.26,3,1,3,1,2024,2,Thursday,0.08,Medium,351,513.9084789644013,5,23.815900000000003,494.0540740740741
358,71,Cosmetic,2024-05-17,Surface,Critical,Automated Testing,999.25,3,3,3,2,2024,5,Friday,0.06,Critical,297,513.9084789644013,5,29.5278,501.8043097643098
359,27,Functional,2024-02-17,Internal,Critical,Automated Testing,495.53,2,2,3,2,2024,2,Saturday,0.12,Medium,297,507.0961061946902,9,66.631,501.8043097643098
360,82,Functional,2024-06-02,Internal,Moderate,Visual Inspection,40.89,2,2,2,1,2024,6,Sunday,0.08,Low,351,507.0961061946902,5,33.7604,494.0540740740741
361,19,Functional,2024-06-07,Component,Moderate,Manual Testing,444.31,2,1,2,3,2024,6,Friday,0.04,Medium,352,507.0961061946902,8,19.823600000000003,526.0746875
362,45,Structural,2024-06-20,Surface,Minor,Manual Testing,739.69,1,3,1,3,2024,6,Thursday,0.15,High,352,502.6245738636364,8,95.3236,526.0746875
363,12,Structural,2024-06-20,Internal,Minor,Visual Inspection,577.64,1,2,1,1,2024,6,Thursday,0.13,High,351,502.6245738636364,8,65.8365,494.0540740740741
364,54,Functional,2024-03-21,Component,Minor,Visual Inspection,230.65,2,1,1,1,2024,3,Thursday,0.09,Low,351,507.0961061946902,6,43.9343,494.0540740740741
365,40,Structural,2024-04-10,Component,Minor,Manual Testing,692.1,1,1,1,3,2024,4,Wednesday,0.07,High,352,502.6245738636364,6,26.2277,526.0746875
366,95,Functional,2024-04-04,Internal,Critical,Visual Inspection,378.29,2,2,3,1,2024,4,Thursday,0.12,Medium,351,507.0961061946902,11,61.257799999999996,494.0540740740741
367,21,Functional,2024-01-23,Internal,Moderate,Visual Inspection,584.9,2,2,2,1,2024,1,Tuesday,0.05,High,351,507.0961061946902,5,23.5021,494.0540740740741
368,35,Functional,2024-03-01,Internal,Moderate,Visual Inspection,39.01,2,2,2,1,2024,3,Friday,0.11,Low,351,507.0961061946902,7,58.6208,494.0540740740741
369,47,Functional,2024-01-26,Internal,Critical,Visual Inspection,899.07,2,2,3,1,2024,1,Friday,0.11,Critical,351,507.0961061946902,8,62.7588,494.0540740740741
370,93,Structural,2024-01-27,Internal,Minor,Visual Inspection,96.04,1,2,1,1,2024,1,Saturday,0.09,Low,351,502.6245738636364,7,34.596599999999995,494.0540740740741
371,74,Structural,2024-01-02,Internal,Moderate,Visual Inspection,269.99,1,2,2,1,2024,1,Tuesday,0.15,Low,351,502.6245738636364,11,84.6054,494.0540740740741
372,76,Cosmetic,2024-05-14,Surface,Minor,Visual Inspection,996.49,3,3,1,1,2024,5,Tuesday,0.11,Critical,351,513.9084789644013,7,56.2061,494.0540740740741
373,92,Functional,2024-01-11,Surface,Moderate,Manual Testing,573.22,2,3,2,3,2024,1,Thursday,0.16,High,352,507.0961061946902,7,75.8884,526.0746875
374,5,Structural,2024-06-13,Internal,Moderate,Visual Inspection,694.03,1,2,2,1,2024,6,Thursday,0.13,High,351,502.6245738636364,4,59.1251,494.0540740740741
375,48,Functional,2024-05-10,Internal,Minor,Visual Inspection,963.03,2,2,1,1,2024,5,Friday,0.07,Critical,351,507.0961061946902,6,44.5807,494.0540740740741
376,54,Functional,2024-01-10,Component,Moderate,Manual Testing,118.46,2,1,2,3,2024,1,Wednesday,0.09,Low,352,507.0961061946902,5,43.9343,526.0746875
377,97,Structural,2024-01-16,Component,Moderate,Automated Testing,773.47,1,1,2,2,2024,1,Tuesday,0.19,Critical,297,502.6245738636364,8,84.0584,501.8043097643098
378,41,Structural,2024-06-12,Surface,Minor,Visual Inspection,180.86,1,3,1,1,2024,6,Wednesday,0.11,Low,351,502.6245738636364,5,58.3353,494.0540740740741
379,34,Cosmetic,2024-04-05,Surface,Minor,Manual Testing,18.61,3,3,1,3,2024,4,Friday,0.09,Low,352,513.9084789644013,8,21.541700000000002,526.0746875
380,25,Cosmetic,2024-04-10,Component,Critical,Manual Testing,176.96,3,1,3,3,2024,4,Wednesday,0.11,Low,352,513.9084789644013,6,34.7919,526.0746875
381,27,Cosmetic,2024-01-07,Surface,Moderate,Visual Inspection,32.44,3,3,2,1,2024,1,Sunday,0.12,Low,351,513.9084789644013,5,66.631,494.0540740740741
382,74,Cosmetic,2024-02-12,Component,Minor,Manual Testing,351.27,3,1,1,3,2024,2,Monday,0.15,Medium,352,513.9084789644013,4,84.6054,526.0746875
383,51,Functional,2024-01-05,Component,Critical,Visual Inspection,303.16,2,1,3,1,2024,1,Friday,0.13,Medium,351,507.0961061946902,6,66.7168,494.0540740740741
384,98,Cosmetic,2024-05-05,Internal,Critical,Automated Testing,404.15,3,2,3,2,2024,5,Sunday,0.08,Medium,297,513.9084789644013,5,46.043800000000005,501.8043097643098
385,83,Structural,2024-01-10,Internal,Moderate,Automated Testing,800.76,1,2,2,2,2024,1,Wednesday,0.11,Critical,297,502.6245738636364,5,52.4495,501.8043097643098
386,60,Structural,2024-01-29,Surface,Moderate,Visual Inspection,321.45,1,3,2,1,2024,1,Monday,0.1,Medium,351,502.6245738636364,6,63.1134,494.0540740740741
387,84,Functional,2024-02-14,Surface,Critical,Manual Testing,510.38,2,3,3,3,2024,2,Wednesday,0.07,High,352,507.0961061946902,5,34.433099999999996,526.0746875
388,32,Structural,2024-02-17,Internal,Minor,Automated Testing,883.92,1,2,1,2,2024,2,Saturday,0.05,Critical,297,502.6245738636364,9,26.941100000000002,501.8043097643098
389,49,Structural,2024-04-16,Internal,Minor,Automated Testing,918.87,1,2,1,2,2024,4,Tuesday,0.12,Critical,297,502.6245738636364,8,84.1922,501.8043097643098
390,1,Structural,2024-05-19,Surface,Critical,Automated Testing,564.46,1,3,3,2,2024,5,Sunday,0.12,High,297,502.6245738636364,9,66.52590000000001,501.8043097643098
391,7,Functional,2024-06-03,Internal,Minor,Visual Inspection,889.4,2,2,1,1,2024,6,Monday,0.14,Critical,351,507.0961061946902,3,64.9622,494.0540740740741
392,81,Functional,2024-02-25,Component,Critical,Automated Testing,197.87,2,1,3,2,2024,2,Sunday,0.2,Low,297,507.0961061946902,10,117.40639999999999,501.8043097643098
393,24,Cosmetic,2024-06-09,Surface,Critical,Visual Inspection,786.6,3,3,3,1,2024,6,Sunday,0.08,Critical,351,513.9084789644013,7,33.579899999999995,494.0540740740741
394,37,Functional,2024-05-04,Internal,Moderate,Manual Testing,740.36,2,2,2,3,2024,5,Saturday,0.08,High,352,507.0961061946902,5,50.3751,526.0746875
395,81,Functional,2024-03-05,Surface,Critical,Automated Testing,667.24,2,3,3,2,2024,3,Tuesday,0.2,High,297,507.0961061946902,8,117.40639999999999,501.8043097643098
396,84,Cosmetic,2024-01-09,Surface,Critical,Visual Inspection,77.72,3,3,3,1,2024,1,Tuesday,0.07,Low,351,513.9084789644013,11,34.433099999999996,494.0540740740741
397,79,Functional,2024-04-16,Surface,Moderate,Visual Inspection,106.59,2,3,2,1,2024,4,Tuesday,0.13,Low,351,507.0961061946902,8,74.263,494.0540740740741
398,3,Structural,2024-02-20,Surface,Minor,Manual Testing,529.16,1,3,1,3,2024,2,Tuesday,0.08,High,352,502.6245738636364,1,31.0665,526.0746875
399,50,Functional,2024-04-07,Surface,Critical,Manual Testing,94.34,2,3,3,3,2024,4,Sunday,0.08,Low,352,507.0961061946902,5,23.815900000000003,526.0746875
400,44,Cosmetic,2024-04-12,Component,Moderate,Manual Testing,97.53,3,1,2,3,2024,4,Friday,0.11,Low,352,513.9084789644013,3,42.5841,526.0746875
401,34,Functional,2024-04-19,Internal,Critical,Automated Testing,500.88,2,2,3,2,2024,4,Friday,0.09,Medium,297,507.0961061946902,10,21.541700000000002,501.8043097643098
402,41,Functional,2024-02-23,Internal,Minor,Manual Testing,477.42,2,2,1,3,2024,2,Friday,0.11,Medium,352,507.0961061946902,7,58.3353,526.0746875
403,6,Cosmetic,2024-05-09,Surface,Minor,Manual Testing,810.57,3,3,1,3,2024,5,Thursday,0.15,Critical,352,513.9084789644013,1,87.3381,526.0746875
404,47,Structural,2024-05-01,Surface,Minor,Automated Testing,945.16,1,3,1,2,2024,5,Wednesday,0.11,Critical,297,502.6245738636364,5,62.7588,501.8043097643098
405,4,Functional,2024-03-24,Internal,Minor,Visual Inspection,325.31,2,2,1,1,2024,3,Sunday,0.16,Medium,351,507.0961061946902,5,64.9545,494.0540740740741
406,39,Functional,2024-04-11,Component,Moderate,Visual Inspection,810.44,2,1,2,1,2024,4,Thursday,0.11,Critical,351,507.0961061946902,7,52.7325,494.0540740740741
407,10,Functional,2024-05-30,Internal,Critical,Visual Inspection,623.76,2,2,3,1,2024,5,Thursday,0.16,High,351,507.0961061946902,6,100.8492,494.0540740740741
408,45,Structural,2024-06-24,Internal,Minor,Visual Inspection,375.28,1,2,1,1,2024,6,Monday,0.15,Medium,351,502.6245738636364,8,95.3236,494.0540740740741
409,46,Functional,2024-03-05,Surface,Minor,Automated Testing,474.48,2,3,1,2,2024,3,Tuesday,0.13,Medium,297,507.0961061946902,8,65.2049,501.8043097643098
410,5,Cosmetic,2024-03-13,Surface,Moderate,Visual Inspection,636.39,3,3,2,1,2024,3,Wednesday,0.13,High,351,513.9084789644013,5,59.1251,494.0540740740741
411,86,Functional,2024-02-28,Component,Minor,Visual Inspection,957.36,2,1,1,1,2024,2,Wednesday,0.14,Critical,351,507.0961061946902,5,71.40729999999999,494.0540740740741
412,97,Functional,2024-02-02,Internal,Minor,Automated Testing,66.98,2,2,1,2,2024,2,Friday,0.19,Low,297,507.0961061946902,7,84.0584,501.8043097643098
413,20,Structural,2024-04-05,Internal,Minor,Visual Inspection,608.64,1,2,1,1,2024,4,Friday,0.07,High,351,502.6245738636364,8,37.683099999999996,494.0540740740741
414,36,Structural,2024-02-04,Component,Moderate,Automated Testing,75.93,1,1,2,2,2024,2,Sunday,0.12,Low,297,502.6245738636364,8,52.018499999999996,501.8043097643098
415,7,Structural,2024-06-12,Component,Critical,Automated Testing,477.58,1,1,3,2,2024,6,Wednesday,0.14,Medium,297,502.6245738636364,5,64.9622,501.8043097643098
416,53,Cosmetic,2024-05-17,Component,Moderate,Automated Testing,252.11,3,1,2,2,2024,5,Friday,0.06,Low,297,513.9084789644013,5,32.7112,501.8043097643098
417,37,Cosmetic,2024-04-16,Component,Critical,Visual Inspection,987.71,3,1,3,1,2024,4,Tuesday,0.08,Critical,351,513.9084789644013,8,50.3751,494.0540740740741
418,81,Functional,2024-03-23,Internal,Moderate,Manual Testing,464.04,2,2,2,3,2024,3,Saturday,0.2,Medium,352,507.0961061946902,12,117.40639999999999,526.0746875
419,61,Functional,2024-02-13,Component,Minor,Visual Inspection,694.29,2,1,1,1,2024,2,Tuesday,0.11,High,351,507.0961061946902,6,59.6751,494.0540740740741
420,56,Structural,2024-04-20,Surface,Critical,Automated Testing,829.49,1,3,3,2,2024,4,Saturday,0.18,Critical,297,502.6245738636364,5,99.163,501.8043097643098
421,79,Functional,2024-01-09,Internal,Minor,Visual Inspection,466.04,2,2,1,1,2024,1,Tuesday,0.13,Medium,351,507.0961061946902,11,74.263,494.0540740740741
422,12,Functional,2024-04-11,Internal,Moderate,Manual Testing,101.05,2,2,2,3,2024,4,Thursday,0.13,Low,352,507.0961061946902,7,65.8365,526.0746875
423,66,Cosmetic,2024-01-04,Internal,Critical,Automated Testing,748.29,3,2,3,2,2024,1,Thursday,0.11,High,297,513.9084789644013,6,58.736,501.8043097643098
424,27,Structural,2024-03-27,Component,Moderate,Visual Inspection,438.54,1,1,2,1,2024,3,Wednesday,0.12,Medium,351,502.6245738636364,8,66.631,494.0540740740741
425,88,Functional,2024-02-25,Component,Moderate,Visual Inspection,834.57,2,1,2,1,2024,2,Sunday,0.08,Critical,351,507.0961061946902,10,51.813900000000004,494.0540740740741
426,62,Functional,2024-05-23,Internal,Critical,Manual Testing,655.02,2,2,3,3,2024,5,Thursday,0.09,High,352,507.0961061946902,3,32.7141,526.0746875
427,10,Structural,2024-03-22,Surface,Critical,Manual Testing,342.61,1,3,3,3,2024,3,Friday,0.16,Medium,352,502.6245738636364,4,100.8492,526.0746875
428,61,Structural,2024-03-26,Internal,Critical,Visual Inspection,539.5,1,2,3,1,2024,3,Tuesday,0.11,High,351,502.6245738636364,3,59.6751,494.0540740740741
429,15,Functional,2024-06-19,Component,Moderate,Visual Inspection,487.41,2,1,2,1,2024,6,Wednesday,0.1,Medium,351,507.0961061946902,5,40.4251,494.0540740740741
430,72,Structural,2024-06-27,Surface,Minor,Automated Testing,212.86,1,3,1,2,2024,6,Thursday,0.1,Low,297,502.6245738636364,1,44.5527,501.8043097643098
431,77,Functional,2024-05-13,Surface,Critical,Visual Inspection,873.59,2,3,3,1,2024,5,Monday,0.14,Critical,351,507.0961061946902,2,76.5737,494.0540740740741
432,56,Cosmetic,2024-02-25,Surface,Moderate,Automated Testing,389.21,3,3,2,2,2024,2,Sunday,0.18,Medium,297,513.9084789644013,10,99.163,501.8043097643098
433,18,Cosmetic,2024-05-03,Component,Minor,Automated Testing,34.48,3,1,1,2,2024,5,Friday,0.06,Low,297,513.9084789644013,10,19.4631,501.8043097643098
434,42,Functional,2024-05-12,Surface,Minor,Manual Testing,235.97,2,3,1,3,2024,5,Sunday,0.05,Low,352,507.0961061946902,9,25.5651,526.0746875
435,41,Structural,2024-04-08,Surface,Moderate,Visual Inspection,575.15,1,3,2,1,2024,4,Monday,0.11,High,351,502.6245738636364,7,58.3353,494.0540740740741
436,44,Structural,2024-06-18,Surface,Minor,Visual Inspection,182.54,1,3,1,1,2024,6,Tuesday,0.11,Low,351,502.6245738636364,6,42.5841,494.0540740740741
437,82,Cosmetic,2024-05-06,Component,Minor,Automated Testing,752.8,3,1,1,2,2024,5,Monday,0.08,High,297,513.9084789644013,9,33.7604,501.8043097643098
438,39,Functional,2024-01-12,Component,Critical,Visual Inspection,214.33,2,1,3,1,2024,1,Friday,0.11,Low,351,507.0961061946902,6,52.7325,494.0540740740741
439,63,Functional,2024-03-13,Surface,Moderate,Visual Inspection,716.26,2,3,2,1,2024,3,Wednesday,0.2,High,351,507.0961061946902,5,91.7406,494.0540740740741
440,78,Structural,2024-03-03,Surface,Critical,Visual Inspection,608.46,1,3,3,1,2024,3,Sunday,0.05,High,351,502.6245738636364,10,27.603,494.0540740740741
441,92,Structural,2024-06-18,Internal,Moderate,Automated Testing,255.47,1,2,2,2,2024,6,Tuesday,0.16,Low,297,502.6245738636364,6,75.8884,501.8043097643098
442,92,Structural,2024-02-06,Component,Minor,Manual Testing,914.32,1,1,1,3,2024,2,Tuesday,0.16,Critical,352,502.6245738636364,6,75.8884,526.0746875
443,16,Cosmetic,2024-06-25,Internal,Critical,Automated Testing,519.15,3,2,3,2,2024,6,Tuesday,0.05,High,297,513.9084789644013,6,35.5939,501.8043097643098
444,63,Functional,2024-02-08,Internal,Moderate,Manual Testing,816.09,2,2,2,3,2024,2,Thursday,0.2,Critical,352,507.0961061946902,5,91.7406,526.0746875
445,65,Functional,2024-03-23,Component,Minor,Manual Testing,481.11,2,1,1,3,2024,3,Saturday,0.11,Medium,352,507.0961061946902,12,55.3059,526.0746875
446,60,Cosmetic,2024-01-20,Component,Moderate,Automated Testing,780.05,3,1,2,2,2024,1,Saturday,0.1,Critical,297,513.9084789644013,6,63.1134,501.8043097643098
447,58,Structural,2024-01-09,Internal,Minor,Automated Testing,750.51,1,2,1,2,2024,1,Tuesday,0.1,High,297,502.6245738636364,11,60.3877,501.8043097643098
448,69,Functional,2024-05-10,Component,Moderate,Manual Testing,908.59,2,1,2,3,2024,5,Friday,0.08,Critical,352,507.0961061946902,6,59.1702,526.0746875
449,7,Functional,2024-03-10,Component,Moderate,Visual Inspection,705.47,2,1,2,1,2024,3,Sunday,0.14,High,351,507.0961061946902,8,64.9622,494.0540740740741
450,80,Functional,2024-04-23,Internal,Minor,Automated Testing,406.28,2,2,1,2,2024,4,Tuesday,0.11,Medium,297,507.0961061946902,7,33.486799999999995,501.8043097643098
451,55,Functional,2024-01-02,Internal,Critical,Manual Testing,295.41,2,2,3,3,2024,1,Tuesday,0.03,Medium,352,507.0961061946902,11,12.958400000000001,526.0746875
452,6,Structural,2024-03-04,Internal,Critical,Visual Inspection,903.36,1,2,3,1,2024,3,Monday,0.15,Critical,351,502.6245738636364,2,87.3381,494.0540740740741
453,86,Structural,2024-05-17,Component,Moderate,Manual Testing,803.65,1,1,2,3,2024,5,Friday,0.14,Critical,352,502.6245738636364,5,71.40729999999999,526.0746875
454,70,Functional,2024-03-30,Component,Moderate,Automated Testing,359.69,2,1,2,2,2024,3,Saturday,0.08,Medium,297,507.0961061946902,8,39.7,501.8043097643098
455,50,Structural,2024-03-30,Component,Moderate,Manual Testing,699.69,1,1,2,3,2024,3,Saturday,0.08,High,352,502.6245738636364,8,23.815900000000003,526.0746875
456,20,Structural,2024-04-05,Surface,Critical,Manual Testing,281.81,1,3,3,3,2024,4,Friday,0.07,Medium,352,502.6245738636364,8,37.683099999999996,526.0746875
457,63,Structural,2024-04-11,Surface,Minor,Automated Testing,896.04,1,3,1,2,2024,4,Thursday,0.2,Critical,297,502.6245738636364,7,91.7406,501.8043097643098
458,66,Functional,2024-04-23,Internal,Moderate,Visual Inspection,587.69,2,2,2,1,2024,4,Tuesday,0.11,High,351,507.0961061946902,7,58.736,494.0540740740741
459,64,Functional,2024-02-26,Component,Moderate,Automated Testing,623.52,2,1,2,2,2024,2,Monday,0.11,High,297,507.0961061946902,5,55.9664,501.8043097643098
460,66,Structural,2024-06-11,Component,Minor,Visual Inspection,668.05,1,1,1,1,2024,6,Tuesday,0.11,High,351,502.6245738636364,5,58.736,494.0540740740741
461,95,Functional,2024-03-02,Internal,Minor,Visual Inspection,571.02,2,2,1,1,2024,3,Saturday,0.12,High,351,507.0961061946902,5,61.257799999999996,494.0540740740741
462,56,Structural,2024-02-18,Internal,Minor,Manual Testing,918.39,1,2,1,3,2024,2,Sunday,0.18,Critical,352,502.6245738636364,8,99.163,526.0746875
463,75,Functional,2024-03-15,Surface,Minor,Automated Testing,669.62,2,3,1,2,2024,3,Friday,0.09,High,297,507.0961061946902,6,55.833099999999995,501.8043097643098
464,81,Functional,2024-01-27,Component,Moderate,Visual Inspection,581.01,2,1,2,1,2024,1,Saturday,0.2,High,351,507.0961061946902,7,117.40639999999999,494.0540740740741
465,39,Structural,2024-05-20,Internal,Minor,Manual Testing,899.45,1,2,1,3,2024,5,Monday,0.11,Critical,352,502.6245738636364,6,52.7325,526.0746875
466,57,Cosmetic,2024-01-05,Surface,Critical,Visual Inspection,764.59,3,3,3,1,2024,1,Friday,0.06,Critical,351,513.9084789644013,6,30.9094,494.0540740740741
467,83,Cosmetic,2024-02-28,Internal,Moderate,Automated Testing,150.16,3,2,2,2,2024,2,Wednesday,0.11,Low,297,513.9084789644013,5,52.4495,501.8043097643098
468,98,Functional,2024-03-26,Internal,Minor,Visual Inspection,791.72,2,2,1,1,2024,3,Tuesday,0.08,Critical,351,507.0961061946902,3,46.043800000000005,494.0540740740741
469,90,Functional,2024-04-28,Surface,Moderate,Manual Testing,15.1,2,3,2,3,2024,4,Sunday,0.13,Low,352,507.0961061946902,3,48.49940000000001,526.0746875
470,76,Structural,2024-02-22,Component,Minor,Visual Inspection,466.92,1,1,1,1,2024,2,Thursday,0.11,Medium,351,502.6245738636364,3,56.2061,494.0540740740741
471,89,Cosmetic,2024-03-24,Internal,Minor,Manual Testing,833.02,3,2,1,3,2024,3,Sunday,0.04,Critical,352,513.9084789644013,5,24.711599999999997,526.0746875
472,43,Functional,2024-03-24,Internal,Critical,Visual Inspection,907.98,2,2,3,1,2024,3,Sunday,0.13,Critical,351,507.0961061946902,5,75.4063,494.0540740740741
473,38,Structural,2024-02-25,Internal,Minor,Manual Testing,652.85,1,2,1,3,2024,2,Sunday,0.08,High,352,502.6245738636364,10,38.5737,526.0746875
474,62,Cosmetic,2024-02-04,Component,Moderate,Automated Testing,618.88,3,1,2,2,2024,2,Sunday,0.09,High,297,513.9084789644013,8,32.7141,501.8043097643098
475,97,Cosmetic,2024-03-16,Surface,Moderate,Manual Testing,140.36,3,3,2,3,2024,3,Saturday,0.19,Low,352,513.9084789644013,7,84.0584,526.0746875
476,86,Cosmetic,2024-02-01,Internal,Critical,Visual Inspection,683.68,3,2,3,1,2024,2,Thursday,0.14,High,351,513.9084789644013,3,71.40729999999999,494.0540740740741
477,38,Functional,2024-02-23,Component,Critical,Visual Inspection,613.47,2,1,3,1,2024,2,Friday,0.08,High,351,507.0961061946902,7,38.5737,494.0540740740741
478,58,Functional,2024-01-18,Surface,Moderate,Visual Inspection,895.11,2,3,2,1,2024,1,Thursday,0.1,Critical,351,507.0961061946902,2,60.3877,494.0540740740741
479,32,Cosmetic,2024-06-07,Component,Critical,Visual Inspection,515.94,3,1,3,1,2024,6,Friday,0.05,High,351,513.9084789644013,8,26.941100000000002,494.0540740740741
480,78,Functional,2024-01-07,Internal,Minor,Automated Testing,293.09,2,2,1,2,2024,1,Sunday,0.05,Medium,297,507.0961061946902,5,27.603,501.8043097643098
481,66,Cosmetic,2024-06-02,Surface,Critical,Automated Testing,689.42,3,3,3,2,2024,6,Sunday,0.11,High,297,513.9084789644013,5,58.736,501.8043097643098
482,68,Structural,2024-06-16,Surface,Critical,Visual Inspection,148.53,1,3,3,1,2024,6,Sunday,0.07,Low,351,502.6245738636364,3,42.4433,494.0540740740741
483,10,Structural,2024-02-17,Component,Moderate,Visual Inspection,933.3,1,1,2,1,2024,2,Saturday,0.16,Critical,351,502.6245738636364,9,100.8492,494.0540740740741
484,77,Cosmetic,2024-02-10,Internal,Minor,Manual Testing,336.75,3,2,1,3,2024,2,Saturday,0.14,Medium,352,513.9084789644013,5,76.5737,526.0746875
